Identifiant;CUM360;GAS360;Category;Anonymised PROD_DT;Anonymised COMP_DT;Anonymised SPUD_DT;Anonymised X Coordinate;Anonymised Y Coordinate;Avg(LATERAL_LENGTH) for;Avg(TOTAL_TVD) for;Avg(TOTAL_MD) for;production Days;Avg(ISIP_(Instant_Shut-in_Pressure_psi)) for;Sum(Total_Clean_Volume_Pumped_(bbl)) for;Avg(Frac_Gradient_(psi/ft)) for;Avg(Breakdown_Pressure_(psi)) for;Avg(Final_(Post_Treatment_Shut-in_Pressure_psi)) for;Avg(Pre_Treatment_Shut-in_Pressure_(psi)) for;Avg(Min_ reat_Rate_(bpm)) for;Avg(Max_Treat_Rate_(bpm)) for;Avg(Avg_Treat_Rate_(bpm)) for;Avg(Min_Treat_Pressure_(psi)) for;Avg(Max_Treat_Pressure_(psi)) for;Avg(Avg_Treat_Pressure_(psi)) for;Sum(Proppant_In Formation (lb)) for;Avg(Entered_ Shot_ Total) for;Avg(Shot_ Density_ shots/ft) for;Avg(Stage_ Length_(Calculated Field)) for;Avg(Total_ No_ of Perfs) for;Avg(NO_ of_ STAGES) for;Avg(Vp_PT_PLEASANT) for;Avg(VTOC_UTICA) for;Avg(GIPTOT_(bcf/section)_UTICA) for;Avg(SW) for;Avg(PAYFLAG_(NTG)) for;Avg(YOUNG'S_MODULUS_PT_PLEASANT) for;Avg(POISSON_RATIO_PT_PLEASANT) for;Avg(FRACTURE_TOUGHNESS) for;Avg(GIPTOT_(bcf/section)_PT_PLEASANT) for;Avg(NPHI_PT_PLEASANT) for;Avg(THICKNESS_PT_PLEASANT) for;Avg(MATURITY_PT_ PLEASANT) for;Avg(UPLIFT_MAGNITUDE_ PT_PLEASANT) for;Avg(MAX_DEPTH_BURIAL_PT_PLEASANT) for;Avg(TEMP_ANAMOLY_PT_PLEASANT) for;Avg(TEMP_PT_PLEASANT) for;Avg(VS_PT_PLEASANT) for;Avg(MHS_PT_PLEASANT_(Min_Horz_Stress)) for;Avg(RESISTIVITY_PT_PLEASANT) for;Avg(GR_PT_PLEASANT) for;Avg(VCLAY_UTICA) for;Avg(VTOC_PT_PLEASANT) for;Avg(VCARB_PT_PLEASANT) for;Avg(VCLAY_PT_PLEASANT) for;Avg(POROSITY FROM DENSITY LOGS) for;Surf X             SP OH-N 27;Surf Y             SP OH-N 27;Proppant per foot;Clusters;Cluster spacing
31;0,143995109;-0,003121126;8H;13308;13308;12984;-0,967024765;0,352461693;3,044479802;0,879410385;2,77828022;-0,606323773;1,440525307;4,18695104;1,480390733;0,711876953;2,458667722;1,77217076;-0,039893836;-0,116403482;-0,050773649;1,146426659;0,780072869;1,048462242;2,55575054;0,067969042;-0,939005172;-0,318717913;2,793632177;2,564233165;0,938258362;0,414181176;-2,35166458;1,375689248;0,676145141;-0,500893577;1,503111133;-0,219952591;2,626150494;-2,240470752;-0,985452278;0,972946135;0,644906298;1,383521556;0,737596439;0,902851164;0,938258362;-1,923680677;-1,443442631;-0,523715016;0,990203905;-2,733991418;0,859685746;0,137626435;-0,021931292;-0,341838504;-1,21674658;0,151933164;-0,693906603;-0,253809081
32;-0,064808881;-0,19064113;1H;13248;13248;12974;-0,112795539;-0,404239688;6,217867018;-0,748512498;5,348019978;-0,916997683;-0,289171984;5,293619001;-0,173994065;-0,336186347;-0,577268123;0,807399986;-2,293342656;0,582283591;-0,370040779;0,078296972;0,144795224;0,893113959;5,001097641;0,067969042;-0,939005172;8,957148171;5,089801998;4,284190713;-1,082742257;-0,768531295;-0,691708069;-1,663657589;0,958159694;0,164825014;-1,215100489;1,101131452;-0,247138304;0,265947185;0,107272155;-0,262079877;-0,702929805;-1,512185443;0,51388497;-0,248243406;-1,082742257;-0,379644414;-1,661806217;0,659855733;0,134824769;-0,399603254;0,233648673;1,711806479;-0,905944207;-0,742092999;0,231864351;0,069320807;-0,693906603;8,461160263
33;-0,638377381;-0,705746499;8H;13384;13384;13297;0,570085285;-0,602444021;-0,867685391;-0,306915026;-1,398862581;1,973211113;-1,740708026;3,075329003;-1,930938637;;-1,272593152;;0,426092549;0,247398206;0,260565854;-1,95787393;-5,565460702;-3,424644639;-0,105738567;1,768472797;-0,017718612;-0,149048248;-1,470683206;-1,121390152;-0,160054156;-0,862717726;0,086133952;-1,415830873;0,821069286;-2,345441436;0,144005322;1,972166128;0,816921808;0,262909617;0,560708299;-0,224921751;-1,223834175;-1,541626367;0,694089966;0,346497668;-0,160054156;1,188287505;-0,426329931;-0,738666442;1,466534049;-0,191803278;-1,170133195;3,016115309;-0,154073276;-0,066484398;0,530317495;0,92140971;0,028444593;-0,158798214
34;-0,691614376;-0,753559637;3H;13791;13791;13601;1,272665125;-0,959049072;2,965564881;-1,609253333;1,615957907;-0,286235503;0,220124732;1,159327559;0,693082641;-1,716177987;0,348326209;-0,515911104;-0,017213083;0,629653603;0,036350162;-0,381355517;-0,845330934;0,221153796;2,3022578;-0,782282835;0,903567949;-0,016171744;0,891091468;-0,62997371;-0,75112011;1,434758433;-0,256821386;2,318091637;-1,473563009;0,618900674;1,503111133;-2,342361033;-0,261916226;-0,401383807;1,407092508;-1,947957817;0,653630945;-0,570034231;-1,847087792;-2,044491626;-0,75112011;0,282621388;-1,065470582;0,301501338;-1,376187907;0,360078121;1,697171595;-0,545637346;-1,151283154;-0,130562038;1,534552114;-0,049389805;1,473146985;-0,1612711
35;0,068870635;-0,07058812;5H;14741;14741;14477;-1,131373476;0,152785817;4,063657601;0,071062471;3,549653243;-1,246500315;0,768207108;3,244885703;0,978988009;-0,63698577;1,312702657;1,157897685;-1,189433833;0,021852876;0,022114245;0,721713531;-0,473152489;0,522310446;3,152706749;0,067969042;-0,939005172;-0,316501458;3,449680697;3,055649607;0,739394496;-0,106983743;-0,791740483;0,140888049;0,153025555;-0,319113593;0,496366088;-0,462534185;1,229601191;-1,089025323;-1,070661788;0,473182082;1,508667619;1,347282627;-0,314006244;-0,260585106;0,739394496;-1,208457688;0,050714394;-0,03661926;0,866590756;0,235166693;1,267532186;0,278932562;-0,845262375;-0,934860305;-0,869727174;-0,060846661;-0,693906603;-0,251726651
36;1,43054929;1,152302112;1H;14438;14438;14038;-0,716644045;0,641461396;5,761167905;0,437812913;6,129918558;-1,09116336;0,198109797;6,31096083;0,08769583;-2,467735609;0,670513225;0,516474129;0,211312689;-0,629152963;-0,21349018;0,316880106;-1,28059995;-0,059968096;8,093071386;0,067969042;-0,939005172;-0,310923378;4,433753478;3,792774271;0,330958839;0,485045252;-1,21729282;-0,186610365;1,199699935;-0,290149517;1,412504079;-0,457454089;2,446548192;-2,219677668;-0,845517953;0,692562843;1,266568484;1,456152184;-0,368332525;-0,123853899;0,330958839;-1,492015574;-0,675862239;-0,167009445;0,505493379;-0,214668421;1,523065297;0,276464133;-0,536537799;-0,426805746;-0,925349007;2,99470264;-0,693906603;-0,246485869
37;0,284299354;0,122885682;8H;13699;13700;13569;2,821729577;0,180111737;0,591401112;-0,250779755;0,07170821;0,697565211;-1,699073646;1,402608168;-1,827627511;0,269398482;-1,367828979;-1,387945238;0,054159917;0,883138614;0,046205797;-0,266843859;0,839013398;0,372147497;2,175206683;-0,782282835;0,903567949;-0,182405903;-0,289795869;-0,384265489;-1,656160276;1,464515135;2,141531277;0,170260105;0,611667455;1,413831855;1,503111133;-0,516885161;-0,767472023;-0,224589357;0,763192725;-0,590786376;1,460098806;1,606129459;1,716899685;1,17403372;-1,656160276;1,642739489;-1,878915111;0,056715179;-2,157271006;-1,779731476;0,602131925;-1,231096287;-0,104837681;2,054587517;1,540361118;2,286417499;0,028444593;-0,184915357
38;-0,089918496;-0,213191049;3H;13054;13054;12920;0,75233188;-0,367327128;-1,230358216;-0,853298339;-1,654483271;2,853453857;0,592537415;3,392924877;1,016780018;0,612667185;0,545529391;;0,428301714;-0,128266581;0,288020837;-1,018216497;-3,7270383;-2,786310401;0,171765098;3,468976551;0,903567949;-0,281433966;0,103833243;-0,138557268;-0,428533456;-0,374486022;0,473872451;-0,622785384;0,440573462;-2,86529165;0,144005322;1,966750279;0,321861023;-0,163377817;0,71499859;-0,559934697;-0,566752098;-1,180887734;0,444206634;-0,049202647;-0,428533456;1,629922018;1,293131135;-0,773544498;1,390454076;0,518203946;-0,035499348;2,193964752;0,074731244;-0,017369542;0,71413631;1,925462272;0,028444593;-0,262448686
39;-0,677819198;-0,741167023;6H;13692;13692;13432;1,437096843;-0,257672252;0,797923137;-0,853298339;0,489723221;0,071510211;0,198821962;0,785459244;0,539875064;-0,56911522;0,500558103;0,693505893;0,46027646;0,105873522;0,609533134;0,930394799;0,357827611;0,495420988;0,575461868;0,067969042;-0,939005172;-0,305419181;0,825486616;1,089983838;-0,658476623;0,072418983;0,628645724;0,00330316;-0,557050073;0,03238663;0,144005322;0,517142364;-0,105841597;0,119540152;1,357182903;-0,367469883;1,563665457;1,515161693;0,672747722;0,460029591;-0,658476623;1,059627315;-0,957939961;-0,351871205;-0,382983705;-0,546595899;-0,368670631;0,408180218;-0,351075365;0,767350795;0,867563813;-0,081625196;-0,693906603;-0,241314501
40;-0,589914888;-0,414263498;1H;13670;13551;13405;1,514676815;-0,706084505;1,170670207;-0,988022991;0,566409428;-2,126743059;0,75268267;5,116667482;1,253165849;-1,684552952;2,02444748;0,764963895;-1,183806852;-1,252139073;-0,71553103;-0,153300518;-0,962776869;-1,265451357;7,278302728;-0,759907786;0,927812332;-0,428286639;7,057947559;5,75844004;-1,087533187;1,086870581;0,502831734;2,799831989;-1,474421972;0,153904913;1,503111133;-2,379593793;-0,576350865;-0,180460393;1,552214282;-1,677058419;0,732664557;-0,208924625;-2,904867049;-2,56503842;-1,087533187;0,65533424;0,145905551;0,274511009;-1,477365892;0,918578377;1,599227184;-0,36425199;-1,075279261;0,206052041;1,485736539;8,005017366;-0,693906603;-0,356752361
41;1,300204968;1,035243573;6H;13162;13162;12826;0,127039482;1,025200863;0,581326867;1,627880676;1,197942897;-1,020555653;0,077434205;0,8286434;-0,24777422;0,537186944;-0,140710161;-0,353822353;0,395164249;0,507256555;0,42529575;0,245535764;0,145597742;-0,06768891;0,45425733;0,067969042;-0,939005172;-0,209003368;0,103833243;-0,138557268;1,692976239;-1,22024173;-0,211446969;-0,282908746;-1,000274698;-0,725376779;0,144005322;-0,60711848;-0,244380022;0,423407779;-0,262942781;1,122994186;-1,644392945;-0,261242205;1,002280737;1,660570067;1,692976239;-0,169983307;1,00127618;-0,096637054;0,328102174;0,772096115;-1,544471229;-1,777407208;1,465255951;0,821177956;-0,911586904;-0,016616314;0,028444593;-0,205739656
42;-1,323457449;-1,320997968;1H;12212;12212;12071;0,753700177;-0,367729821;-0,90462429;-0,901948908;-0,668088139;1,380106376;-1,535807918;-1,347867676;-1,569886689;-0,846776546;-1,440299125;-1,970271578;-0,142399059;0,507256555;0,823392999;-1,510203911;-0,830778595;-1,312992602;-0,638156047;-0,782282835;0,903567949;0,053646603;-1,733102614;-1,858514816;-0,448154355;-0,533065217;0,419584402;-0,792723703;0,39860701;-2,797001811;0,144005322;1,938708824;0,3518825;-0,350434684;0,639328372;-0,552070543;-0,741739018;-1,403058396;0,579467143;0,015730383;-0,448154355;1,543478929;1,104258154;-0,78087322;1,384661185;0,555322684;0,062015368;2,237643954;0,057876399;-0,067601749;0,703939389;0,110766806;1,473146985;-0,12027326
43;-1,068908692;-1,092398873;3H;14070;14070;13799;-1,938662523;-0,153994478;0,243839655;-0,280718566;-0,42750396;-1,274743397;-0,304361341;2,579820111;-0,284094864;0,564946029;0,477364429;0,868591534;0,182911211;0,121788927;0,650588108;0,597451393;0,220071477;0,076480831;2,393074443;-0,782282835;0,740987968;-0,283515386;1,28472058;0,598567396;1,263432442;-1,249356983;-0,05705644;0,170260105;-1,023315103;0,287626014;0,144005322;-0,49164356;-0,063549229;0,237679244;-1,934967901;0,15847887;1,324096279;0,917458804;0,170732689;-0,101096915;1,263432442;-0,297732492;1,345801302;-1,78577038;0,879960261;0,688076759;-0,392025802;-0,509497834;0,042508746;-1,682076519;-1,273540186;3,069560014;0,028444593;-0,264078319
44;0,238195847;0,081483244;5H;12976;12976;12625;3,195660426;-0,034318166;0,797923137;-0,875752448;0,277708413;-0,851097157;-1,194782736;0,828199727;-1,065350505;0,774861445;-1,48486674;-1,256442907;0,224244697;1,104871292;1,04447786;0,270070399;-0,272671619;-0,079689613;0,33643537;0,91822092;-0,939005172;-0,305419181;0,825486616;1,089983838;-1,643394114;2,349181208;2,093065116;0,399825904;0,164478388;1,163306263;0,144005322;0,896581009;-1,009945131;-1,721688354;0,57327725;-3,177870059;0,650709723;0,021095475;2,294846347;0,993630585;-1,643394114;1,840601326;-0,134517425;-0,544004707;-2,041037931;-1,356722128;-0,649367197;-1,069421842;1,410921253;1,882709813;2,21662388;-0,395606816;-0,693906603;-0,241314501
45;-0,329737177;-0,428568075;3H;14084;14084;13875;-1,280852092;-0,033666534;1,409094009;-0,890721853;0,441606385;-1,637196292;0,612420124;5,632585053;1,056627792;-0,28993322;0,777975332;1,539489697;-1,493576802;0,249426086;0,26795758;0,600204346;1,277638012;0,91177116;7,621896336;0,067969042;-0,891759707;-0,428432458;7,38597182;6,004148261;1,072423386;-0,63656679;-0,696933816;0,160092855;-0,156641422;-0,419792191;0,666738326;-0,456537526;0,90305574;-0,756454815;-1,253709612;0,349282453;1,700546401;1,374525839;-0,091186138;-0,172897025;1,072423386;-0,868700493;0,395584772;-0,53958486;1,016507263;0,303981238;0,910800002;0,09146113;-0,697026175;;;7,997534233;-0,693906603;-0,356889363
46;-0,890471488;-0,932145431;3H;13641;13553;13442;0,047750418;-0,160180526;-0,954995516;-0,202129186;;0,645786226;-1,23586786;-1,165961811;-1,336162321;-0,893839691;-0,708488361;-0,864624975;-0,996609247;-0,078837004;-1,204843846;-1,111169077;-0,642796617;0,106803208;-0,377988164;-1,632534712;-0,017718612;-0,027392549;-1,208263798;-1,612806594;-0,547485156;-0,701255273;-0,63338873;-1,168004158;1,154003133;-0,667573436;0,144005322;1,435783961;0,509021729;1,167927815;0,086230384;0,033808905;-0,917339209;-1,241691445;0,404116535;0,096277328;-0,547485156;0,480784149;-0,766329243;0,244419197;0,509210484;-1,202806349;-0,890234062;2,107955985;-0,418799684;-0,323135023;0,091351285;0,600829384;1,473146985;-0,167860038
47;4,307353767;3,735891538;0H;14778;14778;14571;1,810900763;0,420996228;9,762322264;0,654869298;9,452987525;-1,797240427;0,906303391;9,596432178;1,010294373;-0,189195452;1,552039631;1,787794423;-0,232422503;-0,45450179;-0,109390037;0,752389191;-0,167320345;0,55051358;7,963136564;-0,017056145;1,640597197;-0,314768076;7,38597182;6,004148261;0,430821039;-0,1781842;1,432840363;0,071129419;-1,612285446;1,186387976;-1,147145199;-3,586598633;0,427281865;-0,878390053;0,925769003;0,592557022;1,374382248;2,215253184;1,16140108;1,306672019;0,430821039;0,310164113;-1,444602999;-0,266055461;-1,196602913;0,503504925;2,975483959;-2,632268089;-0,436865971;1,714621386;0,578659375;0,163409902;-0,693906603;-0,250098084
48;0,967500929;0,736450124;8H;12507;12507;12188;-0,394114824;0,495162483;0,928888324;1,088982067;0,894205371;0,189189722;0,227620548;2,68571003;0,153830524;0,951717032;-0,09897544;0,159993266;0,312688783;0,366029191;0,56806166;0,447632752;0,82012433;-0,203387807;0,678323049;-0,782282835;-0,939005172;-0,310904908;1,153510876;1,335692059;0,866323242;-0,45233399;-0,940286412;-0,563306973;0,448966752;-0,576777377;1,503111133;-0,359068447;1,415021606;-0,736243686;-0,477576864;0,96964319;-0,035867628;0,848108074;0,555482806;0,964176368;0,866323242;-0,909642924;0,609237077;-0,461057772;0,214658052;-0,356016576;-0,190725461;-0,785202229;1,109092009;0,126720133;-0,903384491;-0,081144953;-0,693906603;-0,246468515
49;-1,006681459;-0,365051534;3H;15265;15121;14932;-1,196997499;-0,375073437;5,615091351;-0,669923118;4,336062776;-2,649240089;0,069183312;;0,187961576;-0,680658993;0,706173556;1,688793313;28,58287235;691,1477679;554,2145955;-1,10783408;-0,481858644;0,548191005;12,95766475;-0,782282835;0,903567949;-0,428452608;12,63435998;9,9354798;1,876104629;-4,098694395;0,390021604;-0,22626264;-1,000274698;-14,15101581;-3,933312112;-0,245431827;-0,652937283;0,877736891;-1,141486832;0,171431594;1,034910187;0,446825421;-0,151218492;-0,430586402;-27,93948635;-0,480562685;0,531044406;0,9248869;0,706892901;0,770611365;0,807501702;0,368763032;-0,555218586;-1,387047323;-0,543600236;;-0,693906603;-0,356908295
50;-0,924140854;-0,962385378;7H;14544;14544;14301;-0,841857186;0,067822253;-1,263939033;0,134682445;0,428073525;0,123289196;0,571354217;0,152633878;0,675378893;-0,366994549;0,08471933;0,814662523;0,319561738;0,445116515;0,856338978;0,249315056;0,869140032;0,280074441;-0,998982476;3,468976551;0,903567949;-0,327583735;-1,470683206;0,107150954;0,596495005;-0,062133062;-0,147268821;0,566782849;-0,765262571;-0,180800821;0,144005322;-0,398550998;-0,110391423;-0,179847809;-0,712945442;0,567784938;0,744616048;0,724567769;-0,913046581;-0,619761437;0,596495005;-1,023826214;0,568877617;0,570754154;0,809319801;0,628570327;0,94508555;0,353189024;-0,895405539;-0,667376235;-0,65591595;-0,014965243;-1,416257799;-0,207475014
51;-0,217584227;-0,300473573;8H;12965;12965;12710;-1,304101032;-1,007757552;6,609083537;-0,658696063;5,272837422;-1,834897871;0,953592453;14,79716524;1,523724047;0,09500165;1,05811978;1,260584161;-2,02929994;-1,068266337;-0,757362529;-0,362457518;1,031508732;-0,461863998;14,65110883;0,067969042;0,903567949;-0,426779509;13,94645702;10,91831268;0,924283183;-0,972069769;-0,003514361;-0,179217568;-0,771237456;-0,201570157;0,144005322;-0,373054693;-0,093352875;0,127967039;-1,272045673;0,234877986;1,454888664;0,939479239;-0,05155161;-0,262693571;0,924283183;-0,864045502;0,558634217;0,010400121;0,950270702;0,422349523;0,795499654;0,183132661;-0,857177418;-1,512870741;-0,585410104;7,523485282;-0,693906603;-0,355336365
52;-0,308875911;-0,409828025;0H;14759;14759;14521;0,429985294;-0,807157382;3,146901294;-0,954341828;3,014353445;0,123289196;0,601305267;3,703125804;1,157042954;0,696759836;-0,203748189;-0,184172512;0,05581207;-1,817110469;-1,284920879;0,1273649;-0,430674877;-0,783626762;2,13569049;0,067969042;-0,939005172;-0,306850641;2,596817621;2,318524944;-0,161914054;-0,858232658;0,029288274;-1,415830873;0,884718404;-2,280727074;0,144005322;1,98231741;0,853305881;0,263538757;0,54204191;-0,213911936;-1,246696478;-1,558650307;0,681319236;0,340580244;-0,161914054;1,137057171;-0,531787399;-0,732389835;1,457635524;-0,292964212;-1,173057117;3,00603801;-0,177301359;-0,17306995;0,531688719;-0,371243691;-0,63371067;-0,246563249
53;1,069476537;0,977209868;6H;13483;13483;13164;1,778919424;-0,130518117;6,043246769;0,321800018;5,582589552;-1,896091217;0,818982911;4,319017656;1,068261641;0,755179636;1,550402906;1,614383112;-2,544687056;0,442565311;-0,560869515;-0,346227421;0,242570994;1,304950804;4,73070177;-0,233733237;1,795135588;-0,313748763;4,761777738;4,038482492;-0,787010444;-0,370300647;0,641262044;0,797021862;-2,036349667;1,603504505;1,152374149;-0,950620756;-0,278657113;-0,044511631;1,641493315;-0,151759754;2,24580619;2,52446397;1,639420129;1,276746801;-0,787010444;1,069032566;-1,674603419;-0,051751317;-1,446048654;0,081974956;0,518264882;-1,066587165;-0,742660772;1,215408473;0,953402438;-0,039820599;-0,693906603;-0,249140407
54;0,212605737;0,093531424;5H;15241;15241;15018;-0,52165383;-0,235155365;3,306410175;-0,280718566;2,894061356;-1,834897871;0,15171735;3,187504015;0,279849819;-0,961046013;0,440553353;0,501690536;-2,452816702;65,38004594;-0,288533799;-1,018895883;-0,091177371;-0,157707756;3,669030922;-0,751916696;0,93647104;-0,340328354;3,777704957;3,301357829;-0,704861116;-0,167852525;-0,11675643;-0,438685539;0,104841852;0,538309817;-1,215100489;0,540828567;-0,694276005;1,790608107;-0,286349246;0,218616516;-0,223070962;-0,671112674;0,034341396;-0,291658405;-0,704861116;-0,419417351;0,31647576;2,079743631;-0,096066202;-0,143251968;-0,058738837;0,903955953;-0,781705564;-0,766480395;-0,188079242;1,07967414;-0,693906603;-0,274112773
55;0,318636193;0,765129572;6H;14115;14035;13863;-1,421410216;0,665157502;5,559683003;1,395854886;5,250282655;-2,220886668;0,952287756;;0,844683708;1,982064197;1,399715653;1,820111511;47,17524756;622,8900171;549,8900864;1,065107522;0,764397432;1,191027332;4,277839711;-0,782282835;0,903567949;-0,31539323;4,433753478;3,792774271;1,647194142;2,628907827;-3,048938121;5,325055783;-2,371178772;-14,15110517;-1,215100489;0,757187633;-0,557474669;-0,537828591;-1,657711621;1,052216803;-0,542572999;0,399514973;0,649189055;1,01423869;-29,25572165;-3,372914966;-1,315242484;0,07375574;3,576948722;0,770611365;0,807501702;1,74294018;-0,555218586;-0,442934462;-1,794979289;;-0,693906603;-0,250685436
56;-0,962389045;-0,996730422;0H;12512;12512;12365;-0,748365411;-1,362909502;1,147163635;-2,342754218;0,465664803;0,801123181;-1,464930568;0,887577943;-1,121297243;-0,198001539;-1,191867099;-0,915911137;0,159980302;0,724393626;0,512808508;0,053138507;0,530614108;-0,348868837;0,815639027;0,91822092;-0,939005172;-0,245644148;-0,158586165;0,352859175;-1,164470454;-0,314418145;-0,575853253;-1,242352173;0,615433675;1,544215715;-2,574206301;0,398615265;-1,086910992;1,825870855;-0,202462718;-0,069408112;-0,347234433;-1,224795083;0,206280611;-0,545873496;-1,164470454;-1,378344556;-0,430663723;3,548382108;-0,358677275;-0,086831486;0,722575043;1,051127872;-1,635508803;-1,397832187;0,12625517;-0,123518819;-0,693906603;-0,185153968
57;0,192929399;0,04082591;0H;14400;14400;14115;-0,13079524;-0,033108489;0,640093297;0,35173883;0,927285696;-0,761660728;0,938930711;0,614053635;0,989698081;-0,404801134;1,668016693;1,537752101;-1,069860484;0,927965437;1,034362866;0,74968709;-0,645445774;0,470903715;0,407233093;0,023218944;-0,939005172;5,275615658;0,825486616;1,089983838;0,206865259;-0,387890643;0,320117609;0,170260105;-0,60858782;-0,361654984;0,144005322;-0,058763712;-0,46752488;0,326163043;-0,10029569;0,658181315;-0,767419179;-0,329863001;0,41140064;0,594630778;0,206865259;0,08009346;1,051425666;-0,344507417;-0,010443203;1,450001491;-0,520266923;-0,368953122;1,109751787;-0,038744949;-0,347315749;-0,141410449;-0,693906603;5,002244115
58;-1,305133452;-1,304542433;3H;13449;13449;13062;-2,076252321;-0,019043607;0,90202367;-0,318142081;0,13786886;0,711686752;-1,046754204;-1,292038844;-1,089705208;0,007473832;-0,90672247;-1,006496672;-0,362579099;0,405572853;-0,354425758;0,086016992;0,545085125;0,65117219;-0,555501406;-1,632534712;-0,017718612;-0,027254021;-0,158586165;-1,121390152;1,054315979;-0,970359362;-0,189158411;0,566782849;-1,019859042;0,9447094;-1,215100489;-0,264194859;-0,196970711;0,614913567;-2,126353951;0,226480669;0,510307568;0,269864051;0,084859901;-0,111319303;1,054315979;-0,269396446;1,552863699;-1,607752972;0,656880939;0,797633807;-0,791830777;-0,57048705;0,272143615;-1,667162315;-1,448857412;-1,656043355;1,473146985;-0,167778694
59;-0,09625406;-0,043145825;5H;14138;14138;13900;-0,312414506;-0,530800649;4,67147039;-0,849555987;3,310572715;-1,980820465;0,000884803;51,58437296;0,372192412;0,376344854;-0,224543075;0,555074138;-1,949905581;-1,048032131;-0,56412622;-0,053439969;0,705525799;-0,462660432;50,12746992;-0,782282835;0,903567949;-0,428432458;11,6502872;9,198355136;-1,148012985;-0,605025013;-0,829262965;-1,571428406;1,072195114;0,614969292;-2,187119203;0,909919689;-0,488252525;0,700701613;0,026624462;-0,199975461;-0,524274617;-1,348438704;0,471371703;-0,299288556;-1,148012985;-0,679952129;-1,365410368;1,457305083;-0,048447983;-0,431321568;0,391806723;1,503198452;-1,072891679;-0,897501923;0,163527532;42,6395691;-0,693906603;-0,356889363
60;-1,254320669;-0,577462206;4H;13642;13548;13429;-2,072400034;-0,236418257;6,009665952;-0,516486708;5,005187523;-2,823405765;0,196628947;;0,41563823;-1,010228836;1,010634173;0,819463476;86,39482685;691,5975439;593,3643279;0,894266614;1,056952607;1,601802518;13,86896757;-0,782282835;0,903567949;-0,427965836;13,2904085;10,42689624;2,162242738;-4,098694395;0,184336194;0,170260105;-1,196118137;-14,15097716;-6,651523735;-0,466739385;-0,350639004;0,405881731;-2,057224718;0,061333442;1,219200503;0,764198619;0,182052246;-0,135780019;-26,96661678;-0,494539444;1,502976701;-1,803396545;0,806015708;0,770611365;-0,46839178;-0,318325543;-0,555218586;-1,854877252;-1,236417412;;-0,693906603;-0,356450957
61;-1,040907416;-1,067248122;5H;14416;14416;14177;-2,16908419;0,026285635;0,613228643;-0,056177479;0,396496852;0,391598482;-0,177816303;-0,708017491;-0,135272565;0,511577404;-0,515043864;0,010482694;0,623444558;0,14006541;0,72730056;0,196051502;-0,174382509;-0,090129138;0,401875626;0,067969042;-0,807392806;-0,207499345;0,103833243;-0,138557268;1,045486575;-0,9126942;-0,25668701;0,765044221;-1,084207601;1,288627192;-1,215100489;-0,108179903;-0,394108587;0,898633334;-2,257943177;0,242208977;0,0582763;-0,10948819;0,010735549;-0,14282095;1,045486575;-0,236818282;1,639626118;-1,457114416;0,620965013;0,874543832;-1,012241376;-0,574020648;0,362317035;-1,681542134;-1,539806962;-0,120582619;0,028444593;-0,204562092
